2024-02-28T15:48:27.078Z	NEW WS	DEKOSETESTINGSTATION03	127.0.0.1:49985
2024-02-28T16:16:27.510Z	REQ IN	0	127.0.0.1:49985	[2,"5abe0d99-adca-4e22-b11c-8504305dd140","TransactionEvent",{"eventType":"Ended","timestamp":"2024-02-28T15:58:04.677Z","triggerReason":"EVCommunicationLost","seqNo":3,"offline":true,"transactionInfo":{"transactionId":"09b4aca3-76b9-4757-bff3-068247a5d2e1","chargingState":"Idle","stoppedReason":"EVDisconnected"}}]
2024-02-28T16:16:27.523Z	RES OUT	0	127.0.0.1:49985	[3,"5abe0d99-adca-4e22-b11c-8504305dd140",{}]
2024-02-28T16:16:27.637Z	REQ IN	0	127.0.0.1:49985	[2,"878ded17-45ab-47ef-9d8b-070e02f4b224","TransactionEvent",{"eventType":"Started","meterValue":[{"sampledValue":[{"value":83771.40045166016,"context":"Transaction.Begin","measurand":"Energy.Active.Import.Register","location":"Outlet","unitOfMeasure":{"unit":"Wh"}}],"timestamp":"2024-02-28T15:59:08.463Z"},{"sampledValue":[{"value":83771.40045166016,"context":"Transaction.Begin","measurand":"Energy.Active.Import.Register","location":"Inlet","unitOfMeasure":{"unit":"Wh"}}],"timestamp":"2024-02-28T15:59:08.463Z"}],"timestamp":"2024-02-28T15:59:08.463Z","triggerReason":"CablePluggedIn","seqNo":0,"offline":true,"transactionInfo":{"transactionId":"d6518387-f928-4eed-9e71-96690532a90a","chargingState":"EVConnected"},"evse":{"id":1,"connectorId":1}}]
2024-02-28T16:16:27.647Z	RES OUT	0	127.0.0.1:49985	[3,"878ded17-45ab-47ef-9d8b-070e02f4b224",{}]
2024-02-28T16:16:27.712Z	REQ IN	0	127.0.0.1:49985	[2,"32fe5b03-88a8-42ec-a6a7-6976778a8692","TransactionEvent",{"eventType":"Updated","timestamp":"2024-02-28T15:59:10.862Z","triggerReason":"Authorized","seqNo":1,"offline":true,"transactionInfo":{"transactionId":"d6518387-f928-4eed-9e71-96690532a90a"},"idToken":{"idToken":"12345678","type":"ISO14443"}}]
2024-02-28T16:16:27.720Z	RES OUT	0	127.0.0.1:49985	[3,"32fe5b03-88a8-42ec-a6a7-6976778a8692",{}]
2024-02-28T16:16:27.822Z	REQ IN	0	127.0.0.1:49985	[2,"b99632cf-b38a-466d-8306-1a2e97687440","TransactionEvent",{"eventType":"Updated","timestamp":"2024-02-28T15:59:13.301Z","triggerReason":"ChargingStateChanged","seqNo":2,"offline":true,"transactionInfo":{"transactionId":"d6518387-f928-4eed-9e71-96690532a90a","chargingState":"Charging"}}]
2024-02-28T16:16:27.831Z	RES OUT	0	127.0.0.1:49985	[3,"b99632cf-b38a-466d-8306-1a2e97687440",{}]
2024-02-28T16:16:27.923Z	REQ IN	0	127.0.0.1:49985	[2,"9050a6cd-86fd-45f8-bd9a-cbd043409dc8","TransactionEvent",{"eventType":"Ended","timestamp":"2024-02-28T16:15:47.232Z","triggerReason":"EVCommunicationLost","seqNo":3,"offline":true,"transactionInfo":{"transactionId":"d6518387-f928-4eed-9e71-96690532a90a","chargingState":"Idle","stoppedReason":"EVDisconnected"}}]
2024-02-28T16:16:27.932Z	RES OUT	0	127.0.0.1:49985	[3,"9050a6cd-86fd-45f8-bd9a-cbd043409dc8",{}]
2024-02-28T16:16:57.910Z	REQ IN	0	127.0.0.1:49985	[2,"f94d9486-126d-4695-9be5-1229c9c65aa2","Heartbeat",{}]
2024-02-28T16:16:57.936Z	RES OUT	0	127.0.0.1:49985	[3,"f94d9486-126d-4695-9be5-1229c9c65aa2",{"currentTime":"2024-02-28T16:16:57.934Z"}]
2024-02-28T16:17:27.909Z	REQ IN	0	127.0.0.1:49985	[2,"41af5878-8e4d-483a-a10c-3f99f8627f4f","Heartbeat",{}]
2024-02-28T16:17:27.928Z	RES OUT	0	127.0.0.1:49985	[3,"41af5878-8e4d-483a-a10c-3f99f8627f4f",{"currentTime":"2024-02-28T16:17:27.926Z"}]
2024-02-28T16:17:57.911Z	REQ IN	0	127.0.0.1:49985	[2,"25844f63-cb83-46f3-a85f-27f5f651b4c5","Heartbeat",{}]
2024-02-28T16:17:57.925Z	RES OUT	0	127.0.0.1:49985	[3,"25844f63-cb83-46f3-a85f-27f5f651b4c5",{"currentTime":"2024-02-28T16:17:57.924Z"}]
2024-02-28T16:18:27.928Z	REQ IN	0	127.0.0.1:49985	[2,"9da00cce-b8d8-45e7-826d-2fa83d78394f","Heartbeat",{}]
2024-02-28T16:18:27.947Z	RES OUT	0	127.0.0.1:49985	[3,"9da00cce-b8d8-45e7-826d-2fa83d78394f",{"currentTime":"2024-02-28T16:18:27.941Z"}]
2024-02-28T16:18:57.917Z	REQ IN	0	127.0.0.1:49985	[2,"88c70f2b-ebc7-4c2e-81da-6718c5c5476d","Heartbeat",{}]
2024-02-28T16:18:57.937Z	RES OUT	0	127.0.0.1:49985	[3,"88c70f2b-ebc7-4c2e-81da-6718c5c5476d",{"currentTime":"2024-02-28T16:18:57.931Z"}]
2024-02-28T16:19:05.742Z	RES IN	0	127.0.0.1:49985	[3,"tUUb1n7tS7E6d9x6SMMExf5h3j29jv",{"messagesInQueue":false}]
2024-02-28T16:19:17.956Z	REQ IN	0	127.0.0.1:49985	[2,"d33a4d3a-27ef-4ac6-af85-5f1dc49b08f5","StatusNotification",{"timestamp":"2024-02-28T16:19:18.389Z","connectorStatus":"Occupied","evseId":1,"connectorId":1}]
2024-02-28T16:19:17.972Z	RES OUT	0	127.0.0.1:49985	[3,"d33a4d3a-27ef-4ac6-af85-5f1dc49b08f5",{}]
2024-02-28T16:19:18.017Z	REQ IN	0	127.0.0.1:49985	[2,"303ee383-e160-4a50-979e-d6ba930772fc","TransactionEvent",{"eventType":"Started","meterValue":[{"sampledValue":[{"value":83795.21942138672,"context":"Transaction.Begin","measurand":"Energy.Active.Import.Register","location":"Outlet","unitOfMeasure":{"unit":"Wh"}}],"timestamp":"2024-02-28T16:19:18.39Z"},{"sampledValue":[{"value":83795.21942138672,"context":"Transaction.Begin","measurand":"Energy.Active.Import.Register","location":"Inlet","unitOfMeasure":{"unit":"Wh"}}],"timestamp":"2024-02-28T16:19:18.39Z"}],"timestamp":"2024-02-28T16:19:18.39Z","triggerReason":"CablePluggedIn","seqNo":0,"transactionInfo":{"transactionId":"b49f5a8b-45da-4383-80bb-77a80e5f7fc9","chargingState":"EVConnected"},"evse":{"id":1,"connectorId":1}}]
2024-02-28T16:19:18.027Z	RES OUT	0	127.0.0.1:49985	[3,"303ee383-e160-4a50-979e-d6ba930772fc",{}]
2024-02-28T16:19:47.040Z	RES IN	0	127.0.0.1:49985	[3,"Ax1hCbAMtt95rr7pQS6dSdW3dMGnKr",{"messagesInQueue":false}]
2024-02-28T16:19:47.928Z	REQ IN	0	127.0.0.1:49985	[2,"bcc9bb8e-b2d7-44f6-ad0c-5ee3589a5760","Heartbeat",{}]
2024-02-28T16:19:47.937Z	RES OUT	0	127.0.0.1:49985	[3,"bcc9bb8e-b2d7-44f6-ad0c-5ee3589a5760",{"currentTime":"2024-02-28T16:19:47.936Z"}]
2024-02-28T16:19:48.877Z	RES IN	0	127.0.0.1:49985	[3,"KM8S5955rG7Qfdd7nGttp42A8W4Er7",{"messagesInQueue":false}]
2024-02-28T16:20:12.734Z	RES IN	0	127.0.0.1:49985	[3,"CAQxbU3W6nhxGb131b928pxM8GW5dA",{"messagesInQueue":false}]
2024-02-28T16:20:17.912Z	REQ IN	0	127.0.0.1:49985	[2,"291a3d83-502a-481a-9845-4941c6781436","Heartbeat",{}]
2024-02-28T16:20:17.925Z	RES OUT	0	127.0.0.1:49985	[3,"291a3d83-502a-481a-9845-4941c6781436",{"currentTime":"2024-02-28T16:20:17.922Z"}]
2024-02-28T16:20:22.978Z	RES IN	0	127.0.0.1:49985	[3,"41U5n4dYnrf844MUS8fQhK1h4fzC8v",{"messagesInQueue":false}]
2024-02-28T16:20:25.545Z	RES IN	0	127.0.0.1:49985	[3,"1vbrvM973ptxdCGh1tUpESQWS8nCWn",{"ongoingIndicator":true,"messagesInQueue":false}]
2024-02-28T16:20:39.767Z	RES IN	0	127.0.0.1:49985	[3,"jvW27CSthjQ7Mx84bQYz92t9AUA792",{"messagesInQueue":false}]
2024-02-28T16:20:47.934Z	REQ IN	0	127.0.0.1:49985	[2,"51aae0f8-713e-42e1-9257-3d861da027ac","Heartbeat",{}]
2024-02-28T16:20:47.943Z	RES OUT	0	127.0.0.1:49985	[3,"51aae0f8-713e-42e1-9257-3d861da027ac",{"currentTime":"2024-02-28T16:20:47.943Z"}]
2024-02-28T16:20:52.154Z	RES IN	0	127.0.0.1:49985	[3,"n6t46KKrzEpC262Q9h5xvAE2Y314nx",{"status":"Scheduled"}]
2024-02-28T16:21:17.940Z	REQ IN	0	127.0.0.1:49985	[2,"adb99f69-ac34-4169-aaac-9df06e9ef6d0","Heartbeat",{}]
2024-02-28T16:21:17.954Z	RES OUT	0	127.0.0.1:49985	[3,"adb99f69-ac34-4169-aaac-9df06e9ef6d0",{"currentTime":"2024-02-28T16:21:17.952Z"}]
2024-02-28T16:21:38.331Z	REQ IN	0	127.0.0.1:49985	[2,"b9c8d3a7-9990-4dba-8875-cec3a1c95a14","Authorize",{"idToken":{"idToken":"75315978","type":"ISO14443"}}]
2024-02-28T16:21:38.361Z	RES OUT	0	127.0.0.1:49985	[3,"b9c8d3a7-9990-4dba-8875-cec3a1c95a14",{"idTokenInfo":{"status":"Accepted","cacheExpiryDateTime":"2024-03-02T16:21:38.348Z"},"certificateStatus":"Accepted"}]
2024-02-28T16:21:38.426Z	REQ IN	0	127.0.0.1:49985	[2,"606e1fc5-9834-4f5b-b07b-98c4e03b0646","TransactionEvent",{"eventType":"Updated","timestamp":"2024-02-28T16:21:38.836Z","triggerReason":"Authorized","seqNo":1,"transactionInfo":{"transactionId":"b49f5a8b-45da-4383-80bb-77a80e5f7fc9"},"idToken":{"idToken":"75315978","type":"ISO14443"}}]
2024-02-28T16:21:38.435Z	RES OUT	0	127.0.0.1:49985	[3,"606e1fc5-9834-4f5b-b07b-98c4e03b0646",{}]
2024-02-28T16:21:56.227Z	REQ IN	0	127.0.0.1:49985	[2,"ee78990c-3060-420c-95b8-8949c26e4b0c","TransactionEvent",{"eventType":"Updated","timestamp":"2024-02-28T16:21:56.581Z","triggerReason":"ChargingStateChanged","seqNo":2,"transactionInfo":{"transactionId":"b49f5a8b-45da-4383-80bb-77a80e5f7fc9","chargingState":"Charging"}}]
2024-02-28T16:21:56.237Z	RES OUT	0	127.0.0.1:49985	[3,"ee78990c-3060-420c-95b8-8949c26e4b0c",{}]
2024-02-28T16:22:16.051Z	RES IN	0	127.0.0.1:49985	[3,"d45CU8j6xtfj2U63jjdWY9SdGUtQpU",{"status":"Accepted"}]
2024-02-28T16:22:19.222Z	REQ IN	0	127.0.0.1:49985	[2,"d9c187a2-dd92-4856-8fcf-ed56e9076a83","TransactionEvent",{"eventType":"Ended","timestamp":"2024-02-28T16:22:19.629Z","triggerReason":"RemoteStop","seqNo":3,"transactionInfo":{"transactionId":"b49f5a8b-45da-4383-80bb-77a80e5f7fc9","chargingState":"EVConnected","stoppedReason":"Remote"}}]
2024-02-28T16:22:19.239Z	RES OUT	0	127.0.0.1:49985	[3,"d9c187a2-dd92-4856-8fcf-ed56e9076a83",{}]
2024-02-28T16:22:19.329Z	REQ IN	0	127.0.0.1:49985	[2,"af2474cb-8c51-46e2-b299-ee8afb031fe3","StatusNotification",{"timestamp":"2024-02-28T16:22:19.753Z","connectorStatus":"Unavailable","evseId":1,"connectorId":1}]
2024-02-28T16:22:19.339Z	RES OUT	0	127.0.0.1:49985	[3,"af2474cb-8c51-46e2-b299-ee8afb031fe3",{}]
2024-02-28T16:22:48.926Z	REQ IN	0	127.0.0.1:49985	[2,"58ae2400-e2f4-41c9-9b53-b8489d213c3f","Heartbeat",{}]
2024-02-28T16:22:48.937Z	RES OUT	0	127.0.0.1:49985	[3,"58ae2400-e2f4-41c9-9b53-b8489d213c3f",{"currentTime":"2024-02-28T16:22:48.936Z"}]
2024-02-28T16:23:18.922Z	REQ IN	0	127.0.0.1:49985	[2,"795ca41f-a8df-4267-b69a-62cdd681dcd7","Heartbeat",{}]
2024-02-28T16:23:18.938Z	RES OUT	0	127.0.0.1:49985	[3,"795ca41f-a8df-4267-b69a-62cdd681dcd7",{"currentTime":"2024-02-28T16:23:18.936Z"}]
2024-02-28T16:23:48.938Z	REQ IN	0	127.0.0.1:49985	[2,"1dfda75e-ddb6-443a-90fe-b2729edc9a22","Heartbeat",{}]
2024-02-28T16:23:48.948Z	RES OUT	0	127.0.0.1:49985	[3,"1dfda75e-ddb6-443a-90fe-b2729edc9a22",{"currentTime":"2024-02-28T16:23:48.947Z"}]
2024-02-28T16:24:18.932Z	REQ IN	0	127.0.0.1:49985	[2,"1ca847cf-3cf7-4156-86c2-0ddb94ed2ea8","Heartbeat",{}]
2024-02-28T16:24:18.947Z	RES OUT	0	127.0.0.1:49985	[3,"1ca847cf-3cf7-4156-86c2-0ddb94ed2ea8",{"currentTime":"2024-02-28T16:24:18.946Z"}]
2024-02-28T16:24:48.924Z	REQ IN	0	127.0.0.1:49985	[2,"7cc7c80c-76a3-4d47-8414-175b1feda2ce","Heartbeat",{}]
2024-02-28T16:24:48.934Z	RES OUT	0	127.0.0.1:49985	[3,"7cc7c80c-76a3-4d47-8414-175b1feda2ce",{"currentTime":"2024-02-28T16:24:48.933Z"}]
2024-02-28T16:25:18.930Z	REQ IN	0	127.0.0.1:49985	[2,"836d2fd5-aa05-4307-b801-93192722fcaa","Heartbeat",{}]
2024-02-28T16:25:18.943Z	RES OUT	0	127.0.0.1:49985	[3,"836d2fd5-aa05-4307-b801-93192722fcaa",{"currentTime":"2024-02-28T16:25:18.941Z"}]
2024-02-28T16:25:48.934Z	REQ IN	0	127.0.0.1:49985	[2,"929ddca1-c4bb-4425-bbea-b1321f10a201","Heartbeat",{}]
2024-02-28T16:25:48.942Z	RES OUT	0	127.0.0.1:49985	[3,"929ddca1-c4bb-4425-bbea-b1321f10a201",{"currentTime":"2024-02-28T16:25:48.941Z"}]
2024-02-28T16:25:51.925Z	RES IN	0	127.0.0.1:49985	[3,"v175UEj92YnvEWYWU75v4G9trjxjjA",{"versionNumber":1}]
2024-02-28T16:26:11.731Z	RES IN	0	127.0.0.1:49985	[3,"2CAd1458pSx5jS3zt93n1GvUE4WM34",{"status":"Accepted"}]
2024-02-28T16:26:11.735Z	REQ IN	0	127.0.0.1:49985	[2,"fe227325-f457-4363-a873-4d1e203d4de7","StatusNotification",{"timestamp":"2024-02-28T16:26:12.151Z","connectorStatus":"Available","evseId":1,"connectorId":1}]
2024-02-28T16:26:11.748Z	RES OUT	0	127.0.0.1:49985	[3,"fe227325-f457-4363-a873-4d1e203d4de7",{}]
2024-02-28T16:26:25.011Z	RES IN	0	127.0.0.1:49985	[3,"E289hG2UUUW5rf7UAUEQ4E9M486dKr",{"status":"Accepted"}]
2024-02-28T16:26:41.927Z	REQ IN	0	127.0.0.1:49985	[2,"9e24c9b0-1dbf-4b00-a211-7ad05cc575e6","Heartbeat",{}]
2024-02-28T16:26:41.934Z	RES OUT	0	127.0.0.1:49985	[3,"9e24c9b0-1dbf-4b00-a211-7ad05cc575e6",{"currentTime":"2024-02-28T16:26:41.934Z"}]
2024-02-28T16:27:11.931Z	REQ IN	0	127.0.0.1:49985	[2,"034d5542-8ec5-481b-a17b-47f5a294f912","Heartbeat",{}]
2024-02-28T16:27:11.945Z	RES OUT	0	127.0.0.1:49985	[3,"034d5542-8ec5-481b-a17b-47f5a294f912",{"currentTime":"2024-02-28T16:27:11.943Z"}]
2024-02-28T16:27:12.148Z	ERR IN	-	127.0.0.1:49985	3hr8bC33hhSbjYU63YhQ8AdM4d4E2v => NotSupported
2024-02-28T16:27:41.932Z	REQ IN	0	127.0.0.1:49985	[2,"ef87ee10-2bab-4015-9e22-2deb9593453d","Heartbeat",{}]
2024-02-28T16:27:41.939Z	RES OUT	0	127.0.0.1:49985	[3,"ef87ee10-2bab-4015-9e22-2deb9593453d",{"currentTime":"2024-02-28T16:27:41.939Z"}]
2024-02-28T16:27:47.023Z	RES IN	0	127.0.0.1:49985	[3,"ndKbb8181nWx5Ur96pjbd7Q7nvUM62",{"status":"Accepted","filename":"diagnostics_log_20240228_162747.407448.zip"}]
2024-02-28T16:27:50.456Z	REQ IN	0	127.0.0.1:49985	[2,"ca81a9e8-35bd-45bf-90d7-2b99770ecad1","LogStatusNotification",{"status":"Uploading","requestId":1}]
2024-02-28T16:27:50.473Z	RES OUT	0	127.0.0.1:49985	[3,"ca81a9e8-35bd-45bf-90d7-2b99770ecad1",{}]
2024-02-28T16:28:20.925Z	REQ IN	0	127.0.0.1:49985	[2,"2dfcfefd-8685-4084-9519-522ee5ec2e5c","Heartbeat",{}]
2024-02-28T16:28:20.940Z	RES OUT	0	127.0.0.1:49985	[3,"2dfcfefd-8685-4084-9519-522ee5ec2e5c",{"currentTime":"2024-02-28T16:28:20.938Z"}]
2024-02-28T16:28:50.937Z	REQ IN	0	127.0.0.1:49985	[2,"0b70dfba-4706-4470-88a0-08b689ef65d0","Heartbeat",{}]
2024-02-28T16:28:50.947Z	RES OUT	0	127.0.0.1:49985	[3,"0b70dfba-4706-4470-88a0-08b689ef65d0",{"currentTime":"2024-02-28T16:28:50.946Z"}]
2024-02-28T16:29:20.941Z	REQ IN	0	127.0.0.1:49985	[2,"3d4f7872-f859-4b21-bad2-8f0a4bdf7dff","Heartbeat",{}]
2024-02-28T16:29:20.956Z	RES OUT	0	127.0.0.1:49985	[3,"3d4f7872-f859-4b21-bad2-8f0a4bdf7dff",{"currentTime":"2024-02-28T16:29:20.955Z"}]
2024-02-28T16:29:50.940Z	REQ IN	0	127.0.0.1:49985	[2,"febf8d0f-6f14-45e9-8618-629695f7cd43","Heartbeat",{}]
2024-02-28T16:29:50.949Z	RES OUT	0	127.0.0.1:49985	[3,"febf8d0f-6f14-45e9-8618-629695f7cd43",{"currentTime":"2024-02-28T16:29:50.948Z"}]
2024-02-28T16:29:52.498Z	REQ IN	0	127.0.0.1:49985	[2,"fd2df7d9-f924-4daf-9fa1-2060e78034fb","LogStatusNotification",{"status":"UploadFailure","requestId":1}]
2024-02-28T16:29:52.511Z	RES OUT	0	127.0.0.1:49985	[3,"fd2df7d9-f924-4daf-9fa1-2060e78034fb",{}]
2024-02-28T16:30:22.935Z	REQ IN	0	127.0.0.1:49985	[2,"d179ca7b-6489-48a1-9375-342657ece2ad","Heartbeat",{}]
2024-02-28T16:30:22.954Z	RES OUT	0	127.0.0.1:49985	[3,"d179ca7b-6489-48a1-9375-342657ece2ad",{"currentTime":"2024-02-28T16:30:22.949Z"}]
2024-02-28T16:30:52.937Z	REQ IN	0	127.0.0.1:49985	[2,"6d0fb7ed-5826-414c-b10a-78f8a8307bfe","Heartbeat",{}]
2024-02-28T16:30:52.946Z	RES OUT	0	127.0.0.1:49985	[3,"6d0fb7ed-5826-414c-b10a-78f8a8307bfe",{"currentTime":"2024-02-28T16:30:52.945Z"}]
2024-02-28T16:31:22.949Z	REQ IN	0	127.0.0.1:49985	[2,"c63d434b-7c30-47a5-bdbf-e0c7d4bd74d0","Heartbeat",{}]
2024-02-28T16:31:22.961Z	RES OUT	0	127.0.0.1:49985	[3,"c63d434b-7c30-47a5-bdbf-e0c7d4bd74d0",{"currentTime":"2024-02-28T16:31:22.961Z"}]
2024-02-28T16:31:52.925Z	REQ IN	0	127.0.0.1:49985	[2,"0ecea003-0ec0-4d73-abbd-0403c3847919","Heartbeat",{}]
2024-02-28T16:31:52.934Z	RES OUT	0	127.0.0.1:49985	[3,"0ecea003-0ec0-4d73-abbd-0403c3847919",{"currentTime":"2024-02-28T16:31:52.933Z"}]
2024-02-28T16:32:22.948Z	REQ IN	0	127.0.0.1:49985	[2,"724694cd-3d29-408c-a651-83c79c3394a4","Heartbeat",{}]
2024-02-28T16:32:22.965Z	RES OUT	0	127.0.0.1:49985	[3,"724694cd-3d29-408c-a651-83c79c3394a4",{"currentTime":"2024-02-28T16:32:22.964Z"}]
2024-02-28T16:32:52.936Z	REQ IN	0	127.0.0.1:49985	[2,"d2d43a01-a511-43b9-9493-6aba91903f39","Heartbeat",{}]
2024-02-28T16:32:52.946Z	RES OUT	0	127.0.0.1:49985	[3,"d2d43a01-a511-43b9-9493-6aba91903f39",{"currentTime":"2024-02-28T16:32:52.944Z"}]
2024-02-28T16:33:22.932Z	REQ IN	0	127.0.0.1:49985	[2,"cfcb4c53-e28e-48d7-a933-e2a05dad2666","Heartbeat",{}]
2024-02-28T16:33:22.950Z	RES OUT	0	127.0.0.1:49985	[3,"cfcb4c53-e28e-48d7-a933-e2a05dad2666",{"currentTime":"2024-02-28T16:33:22.945Z"}]
2024-02-28T16:33:50.321Z	RES IN	0	127.0.0.1:49985	[3,"YvW4pA1U115bSj9p1CQfWx8dv194dY",{"status":"Accepted","filename":"diagnostics_log_20240228_163350.740831.zip"}]
2024-02-28T16:33:52.956Z	REQ IN	0	127.0.0.1:49985	[2,"182aa03a-d175-459d-868e-1c0fdc491c5b","Heartbeat",{}]
2024-02-28T16:33:52.966Z	RES OUT	0	127.0.0.1:49985	[3,"182aa03a-d175-459d-868e-1c0fdc491c5b",{"currentTime":"2024-02-28T16:33:52.965Z"}]
2024-02-28T16:33:53.485Z	REQ IN	0	127.0.0.1:49985	[2,"3544ade1-7deb-433c-95dd-f887a8aecf50","LogStatusNotification",{"status":"Uploading","requestId":1}]
2024-02-28T16:33:53.494Z	RES OUT	0	127.0.0.1:49985	[3,"3544ade1-7deb-433c-95dd-f887a8aecf50",{}]
2024-02-28T16:34:23.937Z	REQ IN	0	127.0.0.1:49985	[2,"f1ac9c75-8963-465d-8295-8b98d08f920b","Heartbeat",{}]
2024-02-28T16:34:23.951Z	RES OUT	0	127.0.0.1:49985	[3,"f1ac9c75-8963-465d-8295-8b98d08f920b",{"currentTime":"2024-02-28T16:34:23.950Z"}]
2024-02-28T16:34:53.946Z	REQ IN	0	127.0.0.1:49985	[2,"e75cf30a-1e92-4fbb-bda2-30b4c8fc1204","Heartbeat",{}]
2024-02-28T16:34:53.955Z	RES OUT	0	127.0.0.1:49985	[3,"e75cf30a-1e92-4fbb-bda2-30b4c8fc1204",{"currentTime":"2024-02-28T16:34:53.954Z"}]
2024-02-28T16:35:23.933Z	REQ IN	0	127.0.0.1:49985	[2,"2d504978-6461-4626-b8b2-38b00ab7a029","Heartbeat",{}]
2024-02-28T16:35:23.957Z	RES OUT	0	127.0.0.1:49985	[3,"2d504978-6461-4626-b8b2-38b00ab7a029",{"currentTime":"2024-02-28T16:35:23.956Z"}]
2024-02-28T16:35:53.942Z	REQ IN	0	127.0.0.1:49985	[2,"10c1214f-6de2-48a1-b6b7-fbfa4c2d592d","Heartbeat",{}]
2024-02-28T16:35:53.952Z	RES OUT	0	127.0.0.1:49985	[3,"10c1214f-6de2-48a1-b6b7-fbfa4c2d592d",{"currentTime":"2024-02-28T16:35:53.951Z"}]
2024-02-28T16:36:23.945Z	REQ IN	0	127.0.0.1:49985	[2,"6e3b3bc3-5c77-4ea5-aa49-4910972ae675","Heartbeat",{}]
2024-02-28T16:36:23.960Z	RES OUT	0	127.0.0.1:49985	[3,"6e3b3bc3-5c77-4ea5-aa49-4910972ae675",{"currentTime":"2024-02-28T16:36:23.959Z"}]
2024-02-28T16:36:53.954Z	REQ IN	0	127.0.0.1:49985	[2,"6a03f9a0-e3b1-4b22-a55e-4e15f0bd9fa8","Heartbeat",{}]
2024-02-28T16:36:53.963Z	RES OUT	0	127.0.0.1:49985	[3,"6a03f9a0-e3b1-4b22-a55e-4e15f0bd9fa8",{"currentTime":"2024-02-28T16:36:53.962Z"}]
2024-02-28T16:37:23.945Z	REQ IN	0	127.0.0.1:49985	[2,"699db051-7b17-43bb-8cba-ef14fe586095","Heartbeat",{}]
2024-02-28T16:37:23.960Z	RES OUT	0	127.0.0.1:49985	[3,"699db051-7b17-43bb-8cba-ef14fe586095",{"currentTime":"2024-02-28T16:37:23.958Z"}]
2024-02-28T16:37:53.958Z	REQ IN	0	127.0.0.1:49985	[2,"732713c2-4c7d-4cdf-8b60-c69ca9e948f5","Heartbeat",{}]
2024-02-28T16:37:53.966Z	RES OUT	0	127.0.0.1:49985	[3,"732713c2-4c7d-4cdf-8b60-c69ca9e948f5",{"currentTime":"2024-02-28T16:37:53.965Z"}]
2024-02-28T16:38:23.938Z	REQ IN	0	127.0.0.1:49985	[2,"3659206f-4f86-4806-bff1-ec8ca2a65f3f","Heartbeat",{}]
2024-02-28T16:38:23.953Z	RES OUT	0	127.0.0.1:49985	[3,"3659206f-4f86-4806-bff1-ec8ca2a65f3f",{"currentTime":"2024-02-28T16:38:23.952Z"}]
2024-02-28T16:38:53.973Z	REQ IN	0	127.0.0.1:49985	[2,"35b4be95-9888-47d8-83e1-86435bb6f3cd","Heartbeat",{}]
2024-02-28T16:38:53.983Z	RES OUT	0	127.0.0.1:49985	[3,"35b4be95-9888-47d8-83e1-86435bb6f3cd",{"currentTime":"2024-02-28T16:38:53.982Z"}]
2024-02-28T16:38:54.036Z	REQ IN	0	127.0.0.1:49985	[2,"736c0405-b7c3-4126-a821-f09dbfe0541b","LogStatusNotification",{"status":"UploadFailure","requestId":1}]
2024-02-28T16:38:54.045Z	RES OUT	0	127.0.0.1:49985	[3,"736c0405-b7c3-4126-a821-f09dbfe0541b",{}]
2024-02-28T16:39:23.942Z	REQ IN	0	127.0.0.1:49985	[2,"230ad824-de93-4b7e-b604-00724d89c85b","Heartbeat",{}]
2024-02-28T16:39:23.958Z	RES OUT	0	127.0.0.1:49985	[3,"230ad824-de93-4b7e-b604-00724d89c85b",{"currentTime":"2024-02-28T16:39:23.956Z"}]
2024-02-28T16:39:53.940Z	REQ IN	0	127.0.0.1:49985	[2,"04783482-eda7-4d2d-a197-51aff2f0aae1","Heartbeat",{}]
2024-02-28T16:39:53.949Z	RES OUT	0	127.0.0.1:49985	[3,"04783482-eda7-4d2d-a197-51aff2f0aae1",{"currentTime":"2024-02-28T16:39:53.948Z"}]
2024-02-28T16:40:23.952Z	REQ IN	0	127.0.0.1:49985	[2,"2c0efed8-60b9-42de-a19c-6cdf84626818","Heartbeat",{}]
2024-02-28T16:40:23.965Z	RES OUT	0	127.0.0.1:49985	[3,"2c0efed8-60b9-42de-a19c-6cdf84626818",{"currentTime":"2024-02-28T16:40:23.962Z"}]
2024-02-28T16:40:53.952Z	REQ IN	0	127.0.0.1:49985	[2,"77603dd9-1772-4ede-9cb1-0e4c614f60c9","Heartbeat",{}]
2024-02-28T16:40:53.961Z	RES OUT	0	127.0.0.1:49985	[3,"77603dd9-1772-4ede-9cb1-0e4c614f60c9",{"currentTime":"2024-02-28T16:40:53.961Z"}]
2024-02-28T16:41:23.947Z	REQ IN	0	127.0.0.1:49985	[2,"6e623fc0-6626-46dc-b5ef-42c3794d2e9d","Heartbeat",{}]
2024-02-28T16:41:23.963Z	RES OUT	0	127.0.0.1:49985	[3,"6e623fc0-6626-46dc-b5ef-42c3794d2e9d",{"currentTime":"2024-02-28T16:41:23.958Z"}]
2024-02-28T16:41:53.962Z	REQ IN	0	127.0.0.1:49985	[2,"1fa0d8c3-4698-4ced-839e-a28de119a81f","Heartbeat",{}]
2024-02-28T16:41:53.970Z	RES OUT	0	127.0.0.1:49985	[3,"1fa0d8c3-4698-4ced-839e-a28de119a81f",{"currentTime":"2024-02-28T16:41:53.969Z"}]
2024-02-28T16:42:23.943Z	REQ IN	0	127.0.0.1:49985	[2,"f02eb344-d8e9-4918-8c5c-b67540e5699f","Heartbeat",{}]
