2024-02-29T12:51:23.982Z	NEW WS	GD001	127.0.0.1:60838
2024-02-29T12:52:55.276Z	NEW WS	WBX332442	127.0.0.1:60903
2024-02-29T13:14:20.660Z	REQ IN	0	127.0.0.1:60903	[2,"a419c058-3afa-4910-9db9-7ce1fab2ef6f","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:14:20Z"}],"seqNo":32,"timestamp":"2024-02-29T13:14:19.992Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:14:20.670Z	RES OUT	0	127.0.0.1:60903	[3,"a419c058-3afa-4910-9db9-7ce1fab2ef6f",{}]
2024-02-29T13:14:30.628Z	REQ IN	0	127.0.0.1:60903	[2,"9e1d7f0f-903d-466e-aae0-724f173bb585","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:14:30Z"}],"seqNo":33,"timestamp":"2024-02-29T13:14:30.012Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:14:30.637Z	RES OUT	0	127.0.0.1:60903	[3,"9e1d7f0f-903d-466e-aae0-724f173bb585",{}]
2024-02-29T13:14:40.742Z	REQ IN	0	127.0.0.1:60903	[2,"d233d378-da9d-4e94-b62a-4e2f3f6bdcd1","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:14:40Z"}],"seqNo":34,"timestamp":"2024-02-29T13:14:40.08Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:14:40.754Z	RES OUT	0	127.0.0.1:60903	[3,"d233d378-da9d-4e94-b62a-4e2f3f6bdcd1",{}]
2024-02-29T13:14:50.742Z	REQ IN	0	127.0.0.1:60903	[2,"83e45e64-cc7c-4b87-b862-7cb84490306d","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:14:50Z"}],"seqNo":35,"timestamp":"2024-02-29T13:14:50.092Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:14:50.752Z	RES OUT	0	127.0.0.1:60903	[3,"83e45e64-cc7c-4b87-b862-7cb84490306d",{}]
2024-02-29T13:15:00.754Z	REQ IN	0	127.0.0.1:60903	[2,"2419a2e0-bdda-4edb-b14b-c415f39cc0cc","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:15:00Z"}],"seqNo":36,"timestamp":"2024-02-29T13:15:00.106Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:15:00.765Z	RES OUT	0	127.0.0.1:60903	[3,"2419a2e0-bdda-4edb-b14b-c415f39cc0cc",{}]
2024-02-29T13:15:10.734Z	REQ IN	0	127.0.0.1:60903	[2,"bcdd0da3-48a5-414d-8ccf-678c6f37ec9e","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:15:10Z"}],"seqNo":37,"timestamp":"2024-02-29T13:15:10.12Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:15:10.746Z	RES OUT	0	127.0.0.1:60903	[3,"bcdd0da3-48a5-414d-8ccf-678c6f37ec9e",{}]
2024-02-29T13:15:20.804Z	REQ IN	0	127.0.0.1:60903	[2,"2ad7771b-b63a-41c3-a3dc-341910048313","TransactionEvent",{"eventType":"Updated","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"Inlet","measurand":"Power.Factor","value":1.0},{"location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:15:20Z"}],"seqNo":38,"timestamp":"2024-02-29T13:15:20.192Z","transactionInfo":{"chargingState":"Charging","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"MeterValuePeriodic"}]
2024-02-29T13:15:20.817Z	RES OUT	0	127.0.0.1:60903	[3,"2ad7771b-b63a-41c3-a3dc-341910048313",{}]
2024-02-29T13:15:21.036Z	RES IN	0	127.0.0.1:60903	[3,"473823U8j7G4815Epz2j4CQ5381htQ",{"status":"Accepted"}]
2024-02-29T13:15:21.302Z	REQ IN	0	127.0.0.1:60903	[2,"85e9c62b-990a-4a8a-a25a-9653e476646e","StatusNotification",{"connectorId":1,"connectorStatus":"Unavailable","evseId":2,"timestamp":"2024-02-29T13:15:20.938Z"}]
2024-02-29T13:15:21.312Z	RES OUT	0	127.0.0.1:60903	[3,"85e9c62b-990a-4a8a-a25a-9653e476646e",{}]
2024-02-29T13:15:21.836Z	REQ IN	0	127.0.0.1:60903	[2,"75986b30-b7aa-4b40-86e4-f5b101ea3a97","StatusNotification",{"connectorId":1,"connectorStatus":"Unavailable","evseId":1,"timestamp":"2024-02-29T13:15:21.152Z"}]
2024-02-29T13:15:21.845Z	RES OUT	0	127.0.0.1:60903	[3,"75986b30-b7aa-4b40-86e4-f5b101ea3a97",{}]
2024-02-29T13:15:22.053Z	REQ IN	0	127.0.0.1:60903	[2,"1ff43b28-c901-47c0-960d-645638b6ca8f","TransactionEvent",{"eventType":"Ended","evse":{"connectorId":1,"id":1},"meterValue":[{"sampledValue":[{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.End","location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"context":"Transaction.End","location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Power.Factor","value":1.0},{"context":"Transaction.End","location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.End","location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.End","location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:15:21Z"}],"seqNo":39,"timestamp":"2024-02-29T13:15:20.73Z","transactionInfo":{"chargingState":"Charging","stoppedReason":"ImmediateReset","transactionId":"b74119c0-81a4-4d99-ab35-14c2e1823fd7"},"triggerReason":"ResetCommand"}]
2024-02-29T13:15:22.062Z	RES OUT	0	127.0.0.1:60903	[3,"1ff43b28-c901-47c0-960d-645638b6ca8f",{}]
2024-02-29T13:15:32.552Z	NEW WS	WBX332442	127.0.0.1:61617
2024-02-29T13:15:32.954Z	REQ IN	0	127.0.0.1:61617	[2,"ff309f85-633c-4fde-8921-54448a2ce7ee","BootNotification",{"chargingStation":{"model":"DCF2-213-80000000","vendorName":"Wallbox Chargers, Inc"},"reason":"RemoteReset"}]
2024-02-29T13:15:32.963Z	RES OUT	0	127.0.0.1:61617	[3,"ff309f85-633c-4fde-8921-54448a2ce7ee",{"status":"Accepted","currentTime":"2024-02-29T13:15:32.963Z","interval":30}]
2024-02-29T13:15:33.451Z	REQ IN	0	127.0.0.1:61617	[2,"8b46fc81-8020-4697-846c-79ac6cfdb669","StatusNotification",{"connectorId":1,"connectorStatus":"Available","evseId":1,"timestamp":"2024-02-29T13:15:31.56Z"}]
2024-02-29T13:15:33.463Z	RES OUT	0	127.0.0.1:61617	[3,"8b46fc81-8020-4697-846c-79ac6cfdb669",{}]
2024-02-29T13:15:33.770Z	REQ IN	0	127.0.0.1:61617	[2,"5eeac74f-9b22-46db-abd6-5b72a84c2f9a","StatusNotification",{"connectorId":1,"connectorStatus":"Available","evseId":2,"timestamp":"2024-02-29T13:15:31.668Z"}]
2024-02-29T13:15:33.778Z	RES OUT	0	127.0.0.1:61617	[3,"5eeac74f-9b22-46db-abd6-5b72a84c2f9a",{}]
2024-02-29T13:16:03.832Z	REQ IN	0	127.0.0.1:61617	[2,"8d26b919-1123-484f-9ba2-b1dd392da6fb","Heartbeat",{}]
2024-02-29T13:16:03.851Z	RES OUT	0	127.0.0.1:61617	[3,"8d26b919-1123-484f-9ba2-b1dd392da6fb",{"currentTime":"2024-02-29T13:16:03.848Z"}]
2024-02-29T13:16:33.981Z	REQ IN	0	127.0.0.1:61617	[2,"2aeb3fb7-98a9-4aa8-8054-b75421fff5c5","Heartbeat",{}]
2024-02-29T13:16:33.990Z	RES OUT	0	127.0.0.1:61617	[3,"2aeb3fb7-98a9-4aa8-8054-b75421fff5c5",{"currentTime":"2024-02-29T13:16:33.989Z"}]
2024-02-29T13:17:04.043Z	REQ IN	0	127.0.0.1:61617	[2,"eee4d4f3-acad-440a-8af5-e153e1c5858a","Heartbeat",{}]
2024-02-29T13:17:04.056Z	RES OUT	0	127.0.0.1:61617	[3,"eee4d4f3-acad-440a-8af5-e153e1c5858a",{"currentTime":"2024-02-29T13:17:04.055Z"}]
2024-02-29T13:17:44.225Z	NEW WS	WBX332442	127.0.0.1:61680
2024-02-29T13:17:44.774Z	REQ IN	0	127.0.0.1:61680	[2,"393756af-1960-4b68-aa64-bb38da4c0cea","StatusNotification",{"connectorId":1,"connectorStatus":"Available","evseId":1,"timestamp":"2024-02-29T13:17:44.306Z"}]
2024-02-29T13:17:44.840Z	RES OUT	0	127.0.0.1:61680	[3,"393756af-1960-4b68-aa64-bb38da4c0cea",{}]
2024-02-29T13:17:45.176Z	REQ IN	0	127.0.0.1:61680	[2,"dfa33bdd-a8e3-42bd-a4b4-fcb14a6b055b","StatusNotification",{"connectorId":1,"connectorStatus":"Available","evseId":2,"timestamp":"2024-02-29T13:17:44.464Z"}]
2024-02-29T13:17:45.189Z	RES OUT	0	127.0.0.1:61680	[3,"dfa33bdd-a8e3-42bd-a4b4-fcb14a6b055b",{}]
2024-02-29T13:18:15.302Z	REQ IN	0	127.0.0.1:61680	[2,"2f3cab68-9a3c-4f49-8926-7ec9cdd1dd27","Heartbeat",{}]
2024-02-29T13:18:15.337Z	RES OUT	0	127.0.0.1:61680	[3,"2f3cab68-9a3c-4f49-8926-7ec9cdd1dd27",{"currentTime":"2024-02-29T13:18:15.333Z"}]
2024-02-29T13:18:21.285Z	REQ IN	0	127.0.0.1:61680	[2,"8d201b32-8933-4d7d-9b7b-6b33941a035e","Authorize",{"idToken":{"idToken":"000fde7aa812382a","type":"ISO14443"}}]
2024-02-29T13:18:21.328Z	RES OUT	0	127.0.0.1:61680	[3,"8d201b32-8933-4d7d-9b7b-6b33941a035e",{"idTokenInfo":{"status":"Accepted","cacheExpiryDateTime":"2024-03-03T13:18:21.318Z"},"certificateStatus":"Accepted"}]
2024-02-29T13:18:21.986Z	REQ IN	0	127.0.0.1:61680	[2,"df3cbac8-35a6-4daf-8df8-c621dab4b677","TransactionEvent",{"eventType":"Started","idToken":{"idToken":"000fde7aa812382a","type":"ISO14443"},"meterValue":[{"sampledValue":[{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L1","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L2","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Current.Import","phase":"L3","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Current.Import","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Current.Offered","unitOfMeasure":{"unit":"A"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Energy.Active.Import.Register","unitOfMeasure":{"unit":"Wh"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Frequency","unitOfMeasure":{"unit":"Hz"},"value":50.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Power.Active.Import","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Power.Factor","value":1.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Power.Offered","unitOfMeasure":{"unit":"W"},"value":0.0},{"context":"Transaction.Begin","location":"EV","measurand":"SoC","unitOfMeasure":{"unit":"Percent"},"value":0.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L1","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L2","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Inlet","measurand":"Voltage","phase":"L3","unitOfMeasure":{"unit":"V"},"value":230.0},{"context":"Transaction.Begin","location":"Outlet","measurand":"Voltage","unitOfMeasure":{"unit":"V"},"value":0.0}],"timestamp":"2024-02-29T13:18:21Z"}],"seqNo":0,"timestamp":"2024-02-29T13:18:21.236Z","transactionInfo":{"chargingState":"Idle","transactionId":"26062aec-8c4d-4831-b67b-96b191ab25d7"},"triggerReason":"Authorized"}]
2024-02-29T13:18:22.066Z	RES OUT	0	127.0.0.1:61680	[3,"df3cbac8-35a6-4daf-8df8-c621dab4b677",{}]
2024-02-29T13:18:36.001Z	REQ IN	0	127.0.0.1:61680	[2,"ddf4ad60-7423-4824-8442-afd5ed59a62c","StatusNotification",{"connectorId":1,"connectorStatus":"Occupied","evseId":2,"timestamp":"2024-02-29T13:18:35.571Z"}]
2024-02-29T13:18:36.011Z	RES OUT	0	127.0.0.1:61680	[3,"ddf4ad60-7423-4824-8442-afd5ed59a62c",{}]
